week,team,side,book,espn_prob,ml,ev,won
1,Houston Texans,away,betway,0.439,140,5.3600000000000065,False
1,Houston Texans,away,bet365,0.439,140,5.3600000000000065,False
11,Detroit Lions,away,betway,0.49,115,5.350000000000001,False
11,Detroit Lions,away,caesars,0.49,115,5.350000000000001,False
3,Denver Broncos,away,draftkings,0.43,145,5.349999999999994,False
11,Washington Commanders,away,caesars,0.48100000000000004,119,5.339000000000013,False
2,Las Vegas Raiders,home,caesars,0.402,162,5.324000000000012,False
14,New Orleans Saints,away,caesars,0.26,305,5.299999999999997,True
18,Las Vegas Raiders,home,si,0.39,170,5.299999999999997,True
6,Chicago Bears,away,betmgm,0.35100000000000003,200,5.299999999999997,True
18,Las Vegas Raiders,home,betmgm,0.39,170,5.299999999999997,True
6,Chicago Bears,away,si,0.35100000000000003,200,5.299999999999997,True
1,New York Giants,away,betway,0.32899999999999996,220,5.279999999999987,False
9,Denver Broncos,away,caesars,0.501,110,5.210000000000001,True
9,Denver Broncos,away,bet365,0.501,110,5.210000000000001,True
13,Pittsburgh Steelers,home,bet365,0.397,165,5.2050000000000125,False
16,Jacksonville Jaguars,away,si,0.414,154,5.155999999999992,True
16,Jacksonville Jaguars,away,betmgm,0.414,154,5.155999999999992,True
13,Green Bay Packers,away,bet365,0.457,130,5.110000000000014,True
10,New Orleans Saints,away,fanduel,0.33899999999999997,210,5.089999999999989,True
2,New England Patriots,away,bet365,0.467,125,5.07500000000001,True
13,Carolina Panthers,home,betway,0.21,400,5.0,True
13,Carolina Panthers,home,si,0.21,400,5.0,True
13,Carolina Panthers,home,fanduel,0.21,400,5.0,True
12,Houston Texans,home,fanduel,0.36200000000000004,190,4.980000000000025,True
2,Indianapolis Colts,home,betmgm,0.512,105,4.960000000000001,True
2,Indianapolis Colts,home,betway,0.512,105,4.960000000000001,True
16,Kansas City Chiefs,away,draftkings,0.6809999999999999,-185,4.910810810810801,False
17,Pittsburgh Steelers,away,draftkings,0.6970000000000001,-198,4.902020202020214,False
17,Miami Dolphins,home,draftkings,0.33299999999999996,215,4.894999999999996,True
8,Pittsburgh Steelers,home,draftkings,0.456,130,4.8799999999999955,False
2,Tampa Bay Buccaneers,away,bet365,0.499,110,4.789999999999999,True
9,Kansas City Chiefs,away,bet365,0.5820000000000001,-125,4.760000000000012,False
16,Carolina Panthers,home,betway,0.442,137,4.753999999999998,True
9,Atlanta Falcons,away,betway,0.349,200,4.699999999999989,False
9,Atlanta Falcons,away,betmgm,0.349,200,4.699999999999989,False
9,Atlanta Falcons,away,caesars,0.349,200,4.699999999999989,False
16,New Orleans Saints,home,betmgm,0.775,-285,4.692982456140353,True
16,New Orleans Saints,home,si,0.775,-285,4.692982456140353,True
1,Los Angeles Chargers,home,bet365,0.42700000000000005,145,4.615000000000009,True
1,Los Angeles Chargers,home,betway,0.42700000000000005,145,4.615000000000009,True
2,Kansas City Chiefs,home,si,0.523,100,4.6000000000000085,False
2,Kansas City Chiefs,home,caesars,0.523,100,4.6000000000000085,False
2,Kansas City Chiefs,home,betway,0.523,100,4.6000000000000085,False
16,Cincinnati Bengals,away,draftkings,0.703,-205,4.592682926829262,True
WC,Buffalo Bills,away,si,0.498,110,4.579999999999998,True
2,Pittsburgh Steelers,home,bet365,0.61,-140,4.571428571428569,False
12,Las Vegas Raiders,home,caesars,0.6509999999999999,-165,4.554545454545448,False
12,Las Vegas Raiders,home,betmgm,0.6509999999999999,-165,4.554545454545448,False
1,Cincinnati Bengals,away,draftkings,0.6509999999999999,-165,4.554545454545448,True
12,Las Vegas Raiders,home,si,0.6509999999999999,-165,4.554545454545448,False
17,Pittsburgh Steelers,away,fanduel,0.6970000000000001,-200,4.550000000000008,False
17,Pittsburgh Steelers,away,betway,0.6970000000000001,-200,4.550000000000008,False
17,Pittsburgh Steelers,away,bet365,0.6970000000000001,-200,4.550000000000008,False
2,Las Vegas Raiders,home,draftkings,0.402,160,4.52000000000001,False
18,Las Vegas Raiders,home,caesars,0.39,168,4.519999999999996,True
10,Jacksonville Jaguars,away,draftkings,0.552,-112,4.485714285714295,False
3,Tennessee Titans,home,bet365,0.337,210,4.470000000000013,False
14,Pittsburgh Steelers,away,fanduel,0.337,210,4.470000000000013,True
7,Washington Commanders,away,fanduel,0.507,106,4.442,False
16,New England Patriots,away,betway,0.39399999999999996,165,4.409999999999982,True
11,Los Angeles Chargers,away,bet365,0.58,-125,4.3999999999999915,False
4,Chicago Bears,away,betmgm,0.509,105,4.344999999999999,True
4,Chicago Bears,away,si,0.509,105,4.344999999999999,True
4,Chicago Bears,away,draftkings,0.509,105,4.344999999999999,True
16,Jacksonville Jaguars,away,caesars,0.414,152,4.327999999999989,True
13,Tennessee Titans,home,caesars,0.321,225,4.325000000000003,False
13,Tennessee Titans,home,si,0.321,225,4.325000000000003,False
13,Tennessee Titans,home,betway,0.321,225,4.325000000000003,False
2,Washington Commanders,away,caesars,0.40399999999999997,158,4.231999999999985,False
2,Seattle Seahawks,away,betmgm,0.386,170,4.220000000000006,True
16,Los Angeles Chargers,away,betway,0.501,108,4.207999999999998,True
7,Tennessee Titans,home,bet365,0.336,210,4.160000000000011,False
7,Tennessee Titans,home,fanduel,0.336,210,4.160000000000011,False
17,Las Vegas Raiders,home,bet365,0.434,140,4.1599999999999895,False
17,Las Vegas Raiders,home,draftkings,0.434,140,4.1599999999999895,False
6,New York Giants,home,si,0.254,310,4.140000000000001,True
6,New York Giants,home,betmgm,0.254,310,4.140000000000001,True
7,Cincinnati Bengals,home,caesars,0.353,195,4.134999999999991,True
12,Las Vegas Raiders,home,betway,0.6509999999999999,-167,4.082035928143696,False
WC,Buffalo Bills,away,caesars,0.498,109,4.081999999999994,True
3,New York Jets,away,si,0.289,260,4.039999999999992,False
3,New York Jets,away,betmgm,0.289,260,4.039999999999992,False
3,New York Jets,away,bet365,0.289,260,4.039999999999992,False
13,Indianapolis Colts,home,fanduel,0.6659999999999999,-178,4.015730337078644,False
6,Detroit Lions,away,fanduel,0.452,130,3.960000000000001,False
14,New York Jets,home,fanduel,0.46,126,3.960000000000001,False
9,Houston Texans,home,betway,0.495,110,3.950000000000003,False
13,New Orleans Saints,away,fanduel,0.315,230,3.950000000000003,False
7,Washington Commanders,away,draftkings,0.507,105,3.9350000000000023,False
7,Washington Commanders,away,betmgm,0.507,105,3.9350000000000023,False
7,Washington Commanders,away,betway,0.507,105,3.9350000000000023,False
7,Washington Commanders,away,si,0.507,105,3.9350000000000023,False
11,Washington Commanders,away,fanduel,0.48100000000000004,116,3.896000000000015,False
15,New Orleans Saints,home,si,0.47200000000000003,120,3.8399999999999963,True
15,New Orleans Saints,home,caesars,0.47200000000000003,120,3.8399999999999963,True
15,New Orleans Saints,home,bet365,0.47200000000000003,120,3.8399999999999963,True
15,New Orleans Saints,home,betmgm,0.47200000000000003,120,3.8399999999999963,True
15,New Orleans Saints,home,betway,0.47200000000000003,120,3.8399999999999963,True
4,Arizona Cardinals,home,bet365,0.519,100,3.799999999999997,False
4,Arizona Cardinals,home,caesars,0.519,100,3.799999999999997,False
11,Miami Dolphins,home,bet365,0.519,100,3.799999999999997,True
15,Miami Dolphins,away,si,0.39899999999999997,160,3.740000000000002,False
15,Miami Dolphins,away,caesars,0.39899999999999997,160,3.740000000000002,False
7,New Orleans Saints,away,draftkings,0.39899999999999997,160,3.740000000000002,False
17,Tennessee Titans,home,bet365,0.494,110,3.739999999999995,False
9,Cincinnati Bengals,home,si,0.451,130,3.730000000000011,False
9,Cincinnati Bengals,home,caesars,0.451,130,3.730000000000011,False
9,Cincinnati Bengals,home,betmgm,0.451,130,3.730000000000011,False
WC,Pittsburgh Steelers,home,betway,0.461,125,3.7250000000000085,False
WC,Pittsburgh Steelers,home,betmgm,0.461,125,3.7250000000000085,False
10,Atlanta Falcons,away,betway,0.305,240,3.700000000000003,False
10,Atlanta Falcons,away,betmgm,0.305,240,3.700000000000003,False
3,Cincinnati Bengals,away,betmgm,0.43200000000000005,140,3.680000000000007,False
3,Cincinnati Bengals,away,betway,0.43200000000000005,140,3.680000000000007,False
3,Cincinnati Bengals,away,si,0.43200000000000005,140,3.680000000000007,False
9,Kansas City Chiefs,away,betway,0.5820000000000001,-128,3.668750000000017,False
5,Minnesota Vikings,away,betway,0.679,-190,3.636842105263163,True
7,Minnesota Vikings,home,draftkings,0.47100000000000003,120,3.6200000000000117,False
7,Minnesota Vikings,home,bet365,0.47100000000000003,120,3.6200000000000117,False
7,Minnesota Vikings,home,si,0.47100000000000003,120,3.6200000000000117,False
7,Minnesota Vikings,home,betway,0.47100000000000003,120,3.6200000000000117,False
7,Minnesota Vikings,home,betmgm,0.47100000000000003,120,3.6200000000000117,False
16,New Orleans Saints,home,draftkings,0.775,-298,3.5067114093959795,True
9,Indianapolis Colts,away,bet365,0.575,-125,3.499999999999993,False
1,Tampa Bay Buccaneers,away,caesars,0.542,-110,3.472727272727276,True
1,Tampa Bay Buccaneers,away,bet365,0.542,-110,3.472727272727276,True
1,Tampa Bay Buccaneers,away,betway,0.542,-110,3.472727272727276,True
16,Carolina Panthers,home,fanduel,0.442,134,3.4279999999999973,True
16,Cleveland Browns,home,caesars,0.19699999999999998,425,3.424999999999983,False
5,Carolina Panthers,home,fanduel,0.512,102,3.4240000000000066,True
10,Green Bay Packers,home,draftkings,0.517,100,3.4000000000000057,False
6,Atlanta Falcons,home,caesars,0.376,175,3.3999999999999986,True
3,Minnesota Vikings,home,bet365,0.564,-120,3.3999999999999915,True
10,New Orleans Saints,away,caesars,0.33899999999999997,205,3.394999999999982,True
9,Pittsburgh Steelers,home,si,0.42200000000000004,145,3.3900000000000077,True
9,Pittsburgh Steelers,home,betmgm,0.42200000000000004,145,3.3900000000000077,True
9,Pittsburgh Steelers,home,draftkings,0.42200000000000004,145,3.3900000000000077,True
9,Pittsburgh Steelers,home,betway,0.42200000000000004,145,3.3900000000000077,True
11,Carolina Panthers,away,draftkings,0.40700000000000003,154,3.378000000000007,True
12,Carolina Panthers,away,si,0.272,280,3.3600000000000136,False
12,Carolina Panthers,away,betmgm,0.272,280,3.3600000000000136,False
18,Las Vegas Raiders,home,betway,0.39,165,3.3500000000000085,True
16,Cincinnati Bengals,away,betway,0.703,-213,3.304694835680749,True
2,New Orleans Saints,home,fanduel,0.478,116,3.2479999999999976,False
7,Indianapolis Colts,away,betway,0.48700000000000004,112,3.244000000000014,True
17,Miami Dolphins,home,caesars,0.33299999999999996,210,3.2299999999999898,True
5,Denver Broncos,away,fanduel,0.391,164,3.2239999999999966,True
16,Baltimore Ravens,home,bet365,0.602,-140,3.1999999999999957,False
12,Indianapolis Colts,away,betway,0.382,170,3.1400000000000006,False
5,Dallas Cowboys,away,bet365,0.573,-125,3.1399999999999935,True
18,Buffalo Bills,home,fanduel,0.91,-752,3.101063829787238,True
18,Buffalo Bills,home,si,0.91,-752,3.101063829787238,True
4,Los Angeles Chargers,away,caesars,0.75,-267,3.08988764044944,False
8,Pittsburgh Steelers,home,fanduel,0.456,126,3.0559999999999974,False
17,Pittsburgh Steelers,away,caesars,0.6970000000000001,-209,3.049282296650727,False
14,New York Jets,home,draftkings,0.46,124,3.039999999999999,False
14,New York Jets,home,caesars,0.46,124,3.039999999999999,False
11,Las Vegas Raiders,home,bet365,0.40399999999999997,155,3.019999999999989,False
1,Minnesota Vikings,away,betmgm,0.479,115,2.9849999999999994,True
6,Carolina Panthers,home,bet365,0.396,160,2.960000000000001,True
4,New York Jets,away,si,0.43799999999999994,135,2.9299999999999926,False
4,New York Jets,away,betmgm,0.43799999999999994,135,2.9299999999999926,False
11,Detroit Lions,away,draftkings,0.49,110,2.8999999999999986,False
8,New Orleans Saints,home,bet365,0.34299999999999997,200,2.8999999999999915,False
17,Pittsburgh Steelers,away,si,0.6970000000000001,-210,2.890476190476196,False
6,New York Giants,home,caesars,0.254,305,2.8700000000000045,True
8,San Francisco 49ers,away,fanduel,0.43200000000000005,138,2.8160000000000096,False
3,Cincinnati Bengals,away,fanduel,0.43200000000000005,138,2.8160000000000096,False
3,Tennessee Titans,home,caesars,0.337,205,2.785000000000011,False
13,Miami Dolphins,home,bet365,0.685,-200,2.750000000000007,True
13,Tennessee Titans,home,draftkings,0.321,220,2.719999999999999,False
9,Denver Broncos,away,draftkings,0.501,105,2.7049999999999983,True
14,Jacksonville Jaguars,home,bet365,0.43700000000000006,135,2.6950000000000074,True
2,Jacksonville Jaguars,away,caesars,0.39799999999999996,158,2.6839999999999833,False
16,Jacksonville Jaguars,away,fanduel,0.414,148,2.67199999999999,True
2,Minnesota Vikings,home,caesars,0.645,-169,2.665680473372781,False
8,Pittsburgh Steelers,home,caesars,0.456,125,2.5999999999999943,False
8,Pittsburgh Steelers,home,si,0.456,125,2.5999999999999943,False
8,Pittsburgh Steelers,home,betway,0.456,125,2.5999999999999943,False
8,Pittsburgh Steelers,home,betmgm,0.456,125,2.5999999999999943,False
15,Jacksonville Jaguars,home,bet365,0.868,-552,2.524637681159419,True
2,Las Vegas Raiders,home,betway,0.402,155,2.510000000000005,False
2,Las Vegas Raiders,home,si,0.402,155,2.510000000000005,False
2,Las Vegas Raiders,home,betmgm,0.402,155,2.510000000000005,False
1,Detroit Lions,away,bet365,0.5,105,2.5,True
1,Detroit Lions,away,betmgm,0.5,105,2.5,True
1,Los Angeles Chargers,home,si,0.42700000000000005,140,2.480000000000011,True
17,Baltimore Ravens,away,betway,0.436,135,2.4599999999999937,True
2,Minnesota Vikings,home,betway,0.645,-170,2.441176470588239,False
2,Minnesota Vikings,home,si,0.645,-170,2.441176470588239,False
16,New England Patriots,away,caesars,0.39399999999999996,160,2.4399999999999835,True
17,Las Vegas Raiders,home,fanduel,0.434,136,2.4239999999999924,False
2,Indianapolis Colts,home,caesars,0.512,100,2.4000000000000057,True
2,Indianapolis Colts,home,si,0.512,100,2.4000000000000057,True
18,Buffalo Bills,home,bet365,0.91,-800,2.3750000000000036,True
18,Buffalo Bills,home,betmgm,0.91,-800,2.3750000000000036,True
18,Buffalo Bills,home,draftkings,0.91,-800,2.3750000000000036,True
18,Buffalo Bills,home,caesars,0.91,-800,2.3750000000000036,True
5,Minnesota Vikings,away,caesars,0.679,-197,2.367005076142135,True
16,New Orleans Saints,home,betway,0.775,-312,2.3397435897435948,True
10,Minnesota Vikings,home,draftkings,0.37200000000000005,175,2.3000000000000185,False
2,Seattle Seahawks,away,betway,0.386,165,2.2900000000000063,True
4,Los Angeles Chargers,away,bet365,0.75,-275,2.2727272727272734,False
4,Los Angeles Chargers,away,si,0.75,-275,2.2727272727272734,False
4,Los Angeles Chargers,away,betmgm,0.75,-275,2.2727272727272734,False
11,Chicago Bears,away,draftkings,0.48700000000000004,110,2.2700000000000173,True
8,Dallas Cowboys,away,draftkings,0.435,135,2.2250000000000085,False
16,Los Angeles Chargers,away,fanduel,0.501,104,2.2040000000000006,True
5,Tennessee Titans,away,draftkings,0.262,290,2.180000000000007,True
10,Atlanta Falcons,away,caesars,0.305,235,2.174999999999997,False
6,Detroit Lions,away,caesars,0.452,126,2.151999999999994,False
13,San Francisco 49ers,away,bet365,0.778,-320,2.1125000000000043,True
WC,Buffalo Bills,away,betmgm,0.498,105,2.0899999999999963,True
WC,Buffalo Bills,away,betway,0.498,105,2.0899999999999963,True
1,Cleveland Browns,home,si,0.34600000000000003,195,2.0700000000000074,False
15,New York Giants,home,betmgm,0.604,-145,2.055172413793102,False
4,Jacksonville Jaguars,away,fanduel,0.375,172,2.0,True
17,Las Vegas Raiders,home,betway,0.434,135,1.9899999999999878,False
17,Las Vegas Raiders,home,si,0.434,135,1.9899999999999878,False
17,Las Vegas Raiders,home,betmgm,0.434,135,1.9899999999999878,False
2,Tennessee Titans,home,draftkings,0.32899999999999996,210,1.9899999999999807,False
2,Tennessee Titans,home,caesars,0.32899999999999996,210,1.9899999999999807,False
CC,Los Angeles Rams,away,betway,0.455,124,1.9200000000000088,False
11,Detroit Lions,away,fanduel,0.49,108,1.9200000000000017,False
5,Minnesota Vikings,away,betmgm,0.679,-200,1.8500000000000085,True
11,Los Angeles Rams,home,bet365,0.611,-150,1.8333333333333286,True
16,New Orleans Saints,home,caesars,0.775,-319,1.7946708463949896,True
16,New Orleans Saints,home,fanduel,0.775,-319,1.7946708463949896,True
6,Chicago Bears,away,bet365,0.35100000000000003,190,1.7900000000000063,True
11,Carolina Panthers,away,bet365,0.40700000000000003,150,1.750000000000007,True
6,Miami Dolphins,home,betmgm,0.39899999999999997,155,1.7449999999999974,False
6,Miami Dolphins,home,si,0.39899999999999997,155,1.7449999999999974,False
6,Miami Dolphins,home,bet365,0.39899999999999997,155,1.7449999999999974,False
7,Minnesota Vikings,home,fanduel,0.47100000000000003,116,1.7360000000000113,False
6,Detroit Lions,away,si,0.452,125,1.6999999999999957,False
6,Detroit Lions,away,betmgm,0.452,125,1.6999999999999957,False
10,New Orleans Saints,away,si,0.33899999999999997,200,1.6999999999999886,True
10,New Orleans Saints,away,betmgm,0.33899999999999997,200,1.6999999999999886,True
2,New York Giants,away,betmgm,0.33899999999999997,200,1.6999999999999886,False
2,New York Giants,away,betway,0.33899999999999997,200,1.6999999999999886,False
15,New England Patriots,home,betway,0.456,123,1.6879999999999953,False
16,Carolina Panthers,home,caesars,0.442,130,1.6599999999999966,True
16,Carolina Panthers,home,betmgm,0.442,130,1.6599999999999966,True
16,Carolina Panthers,home,draftkings,0.442,130,1.6599999999999966,True
16,Carolina Panthers,home,si,0.442,130,1.6599999999999966,True
8,Cincinnati Bengals,home,bet365,0.584,-135,1.659259259259258,False
1,Pittsburgh Steelers,away,fanduel,0.593,-140,1.6571428571428513,True
6,New York Giants,home,draftkings,0.254,300,1.6000000000000085,True
17,Miami Dolphins,home,si,0.33299999999999996,205,1.5649999999999835,True
17,Miami Dolphins,home,bet365,0.33299999999999996,205,1.5649999999999835,True
15,New York Jets,away,draftkings,0.131,675,1.5249999999999915,False
6,Atlanta Falcons,home,si,0.376,170,1.5200000000000031,True
6,Atlanta Falcons,home,draftkings,0.376,170,1.5200000000000031,True
6,Atlanta Falcons,home,betmgm,0.376,170,1.5200000000000031,True
6,Atlanta Falcons,home,bet365,0.376,170,1.5200000000000031,True
2,Jacksonville Jaguars,away,betmgm,0.39799999999999996,155,1.4899999999999878,False
2,Jacksonville Jaguars,away,si,0.39799999999999996,155,1.4899999999999878,False
2,Jacksonville Jaguars,away,betway,0.39799999999999996,155,1.4899999999999878,False
16,Jacksonville Jaguars,away,draftkings,0.414,145,1.4299999999999855,True
7,Washington Commanders,away,caesars,0.507,100,1.4000000000000057,False
17,New York Jets,home,si,0.156,550,1.4000000000000057,False
5,Carolina Panthers,home,si,0.512,-102,1.3960784313725512,True
5,Carolina Panthers,home,betmgm,0.512,-102,1.3960784313725512,True
12,Dallas Cowboys,home,betway,0.426,138,1.387999999999991,True
17,Pittsburgh Steelers,away,betmgm,0.6970000000000001,-220,1.3818181818181898,False
2,Minnesota Vikings,home,betmgm,0.645,-175,1.357142857142854,False
15,Miami Dolphins,away,draftkings,0.39899999999999997,154,1.3460000000000036,False
6,Miami Dolphins,home,draftkings,0.39899999999999997,154,1.3460000000000036,False
1,Tampa Bay Buccaneers,away,si,0.542,-115,1.3304347826087053,True
4,Arizona Cardinals,home,draftkings,0.519,-105,1.328571428571422,False
2,Las Vegas Raiders,home,fanduel,0.402,152,1.3040000000000092,False
1,Buffalo Bills,home,si,0.494,105,1.269999999999996,True
18,New Orleans Saints,away,bet365,0.45,125,1.249999999999993,False
14,New York Jets,home,betmgm,0.46,120,1.2000000000000028,False
14,New York Jets,home,si,0.46,120,1.2000000000000028,False
14,New York Jets,home,bet365,0.46,120,1.2000000000000028,False
3,New York Jets,away,caesars,0.289,250,1.1499999999999915,False
2,Jacksonville Jaguars,away,fanduel,0.39799999999999996,154,1.0919999999999845,False
11,Dallas Cowboys,away,fanduel,0.593,-142,1.0605633802816854,True
10,New Orleans Saints,away,betway,0.33899999999999997,198,1.0219999999999914,True
18,Buffalo Bills,home,betway,0.91,-909,1.0110011001100165,True
12,Pittsburgh Steelers,away,fanduel,0.47200000000000003,114,1.0080000000000027,False
2,Washington Commanders,away,si,0.40399999999999997,150,0.9999999999999858,False
2,Washington Commanders,away,betmgm,0.40399999999999997,150,0.9999999999999858,False
2,Washington Commanders,away,betway,0.40399999999999997,150,0.9999999999999858,False
5,New York Giants,away,si,0.46299999999999997,118,0.9339999999999904,False
5,New York Giants,away,betmgm,0.46299999999999997,118,0.9339999999999904,False
14,Houston Texans,away,caesars,0.348,190,0.9199999999999875,True
5,Carolina Panthers,home,caesars,0.512,-103,0.9087378640776791,True
16,Los Angeles Rams,away,bet365,0.528,-110,0.8000000000000043,False
6,Atlanta Falcons,home,fanduel,0.376,168,0.7680000000000007,True
7,Jacksonville Jaguars,home,bet365,0.40299999999999997,150,0.75,False
14,New York Jets,home,betway,0.46,119,0.740000000000002,False
4,New York Jets,away,caesars,0.43799999999999994,130,0.7399999999999878,False
4,New York Jets,away,bet365,0.43799999999999994,130,0.7399999999999878,False
16,Los Angeles Chargers,away,caesars,0.501,101,0.7010000000000005,True
17,Las Vegas Raiders,home,caesars,0.434,132,0.6879999999999882,False
9,Kansas City Chiefs,away,caesars,0.5820000000000001,-137,0.6817518248175318,False
6,New Orleans Saints,home,draftkings,0.387,160,0.6200000000000045,False
2,Atlanta Falcons,away,bet365,0.353,185,0.6049999999999898,True
7,Cincinnati Bengals,home,bet365,0.353,185,0.6049999999999898,True
WC,Buffalo Bills,away,draftkings,0.498,102,0.5959999999999965,True
6,Miami Dolphins,home,fanduel,0.39899999999999997,152,0.5480000000000018,False
15,Miami Dolphins,away,fanduel,0.39899999999999997,152,0.5480000000000018,False
3,Arizona Cardinals,away,draftkings,0.515,-105,0.5476190476190439,False
12,Dallas Cowboys,home,draftkings,0.426,136,0.5359999999999943,True
15,Green Bay Packers,away,betway,0.531,-112,0.5107142857142932,False
8,Baltimore Ravens,home,caesars,0.603,-150,0.4999999999999929,True
8,Baltimore Ravens,home,betmgm,0.603,-150,0.4999999999999929,True
8,Baltimore Ravens,home,si,0.603,-150,0.4999999999999929,True
8,Baltimore Ravens,home,betway,0.603,-150,0.4999999999999929,True
10,Green Bay Packers,home,fanduel,0.517,-106,0.47358490566038114,False
16,New England Patriots,away,betmgm,0.39399999999999996,155,0.46999999999998465,True
16,New England Patriots,away,si,0.39399999999999996,155,0.46999999999998465,True
11,Detroit Lions,away,bet365,0.49,105,0.44999999999999574,False
9,Pittsburgh Steelers,home,fanduel,0.42200000000000004,138,0.43600000000000705,True
2,New England Patriots,away,si,0.467,115,0.40500000000001535,True
1,Baltimore Ravens,away,betmgm,0.502,100,0.4000000000000057,False
1,Baltimore Ravens,away,bet365,0.502,100,0.4000000000000057,False
1,Baltimore Ravens,away,caesars,0.502,100,0.4000000000000057,False
2,New York Giants,away,caesars,0.33899999999999997,196,0.3439999999999799,False
11,Los Angeles Chargers,away,betway,0.58,-137,0.3357664233576543,False
4,Tennessee Titans,away,draftkings,0.304,230,0.3200000000000074,False
4,Tennessee Titans,away,fanduel,0.304,230,0.3200000000000074,False
15,New England Patriots,home,draftkings,0.456,120,0.3199999999999932,False
4,Cleveland Browns,away,draftkings,0.228,340,0.3199999999999932,False
4,Cleveland Browns,away,fanduel,0.228,340,0.3199999999999932,False
14,Washington Commanders,away,betway,0.504,-101,0.30099009900990126,False
7,Carolina Panthers,away,fanduel,0.511,-104,0.23461538461538822,True
5,Minnesota Vikings,away,bet365,0.679,-210,0.23333333333333428,True
14,Houston Texans,away,fanduel,0.348,188,0.22399999999998954,True
16,Los Angeles Chargers,away,betmgm,0.501,100,0.20000000000000284,True
16,Los Angeles Chargers,away,si,0.501,100,0.20000000000000284,True
3,New York Giants,home,draftkings,0.33399999999999996,200,0.19999999999998863,False
11,Dallas Cowboys,away,draftkings,0.593,-145,0.1965517241379331,True
3,Houston Texans,away,fanduel,0.46799999999999997,114,0.15199999999999392,False
3,Los Angeles Chargers,home,fanduel,0.5660000000000001,-130,0.13846153846155573,True
5,Washington Commanders,away,caesars,0.41200000000000003,143,0.11600000000000676,True
12,Dallas Cowboys,home,betmgm,0.426,135,0.10999999999999233,True
CC,Los Angeles Rams,away,draftkings,0.455,120,0.10000000000000853,False
9,Chicago Bears,away,bet365,0.546,-120,0.10000000000000853,True
CC,Los Angeles Rams,away,bet365,0.455,120,0.10000000000000853,False
4,San Francisco 49ers,home,bet365,0.623,-165,0.05757575757575495,False
